generation,f1_mean,f1_std,f1_min,f1_max,f2_mean,f2_std,f2_min,f2_max,percent_front,percent_dom,hyperv
1,0.2421428571428571,0.038668002461217765,0.20779220779220775,0.37662337662337664,3.7,1.5537507567629416,1.0,7.0,83.33333333333334,34.0,1.1168831168831166
2,0.23097402597402594,0.03249054674292998,0.20779220779220775,0.35064935064935066,3.82,1.5267315058349622,1.0,7.0,100.0,18.0,1.1168831168831166
3,0.2298051948051948,0.03060922216895929,0.20779220779220775,0.35064935064935066,3.58,1.5516690264604651,1.0,7.0,100.0,13.0,1.1168831168831166
4,0.2218831168831169,0.014448024311378876,0.20779220779220775,0.24675324675324672,3.62,1.6864282979244638,1.0,6.0,100.0,5.0,1.1168831168831166
5,0.22136363636363637,0.014566633210728342,0.20779220779220775,0.24675324675324672,3.69,1.7156145643277028,1.0,6.0,100.0,5.0,1.1168831168831166
6,0.22071428571428572,0.01385942261680899,0.20779220779220775,0.24675324675324672,3.74,1.6368237288089147,1.0,6.0,100.0,5.0,1.1168831168831166
7,0.22103896103896103,0.013994747112342713,0.20779220779220775,0.24675324675324672,3.68,1.626050553962085,1.0,6.0,100.0,5.0,1.1168831168831166
8,0.22136363636363637,0.013939094499119379,0.20779220779220775,0.24675324675324672,3.64,1.6113235666257837,1.0,6.0,100.0,5.0,1.1168831168831166
9,0.2202597402597403,0.013617141302656935,0.20779220779220775,0.24675324675324672,3.86,1.6698152078247548,1.0,6.0,100.0,5.0,1.1168831168831166
10,0.22110389610389608,0.013386706576680715,0.20779220779220775,0.24675324675324672,3.72,1.6022711154086025,1.0,6.0,100.0,5.0,1.1168831168831166
11,0.22227272727272726,0.013962297335818299,0.20779220779220775,0.24675324675324672,3.6,1.651445647689541,1.0,6.0,100.0,5.0,1.1168831168831166
12,0.22246753246753248,0.014785020465561691,0.20779220779220775,0.24675324675324672,3.63,1.7732866250399157,1.0,6.0,100.0,5.0,1.1168831168831166
13,0.2218831168831169,0.013815098945055783,0.20779220779220775,0.24675324675324672,3.65,1.6476184220402688,1.0,6.0,100.0,5.0,1.1168831168831166
14,0.22324675324675322,0.014231947763430593,0.20779220779220775,0.24675324675324672,3.5,1.6727162933324342,1.0,6.0,100.0,5.0,1.1168831168831166
15,0.22331168831168827,0.014964694072657533,0.20779220779220775,0.24675324675324672,3.51,1.760939831711774,1.0,6.0,100.0,5.0,1.1168831168831166
16,0.22512987012987015,0.015637208887241433,0.20779220779220775,0.24675324675324672,3.28,1.781385228784985,1.0,6.0,100.0,5.0,1.1168831168831166
17,0.22655844155844157,0.015741452671494977,0.20779220779220775,0.24675324675324672,3.14,1.7923518774295555,1.0,6.0,100.0,5.0,1.1168831168831166
18,0.22837662337662337,0.016093583381697137,0.20779220779220775,0.24675324675324672,2.94,1.8080627503189455,1.0,6.0,100.0,5.0,1.1168831168831166
19,0.22610389610389614,0.015371429289626443,0.20779220779220775,0.24675324675324672,3.14,1.7057241715749205,1.0,6.0,100.0,5.0,1.1168831168831166
20,0.22642857142857142,0.015789001060464828,0.20779220779220775,0.24675324675324672,3.15,1.7943514064131836,1.0,6.0,100.0,5.0,1.1168831168831166
21,0.22675324675324673,0.015870392017163074,0.20779220779220775,0.24675324675324672,3.12,1.805043439416852,1.0,6.0,100.0,5.0,1.1168831168831166
22,0.22564935064935068,0.014720206178285103,0.20779220779220775,0.24675324675324672,3.21,1.6654237789933117,1.0,6.0,100.0,5.0,1.1168831168831166
23,0.22512987012987012,0.015139000847571882,0.20779220779220775,0.24675324675324672,3.34,1.7878376985519788,1.0,6.0,100.0,5.0,1.1168831168831166
24,0.22597402597402597,0.014996110888042221,0.20779220779220775,0.24675324675324672,3.24,1.758787461103056,1.0,6.0,100.0,5.0,1.1168831168831166
25,0.22545454545454546,0.015167810431100706,0.20779220779220775,0.24675324675324672,3.36,1.8396310565552059,1.0,6.0,100.0,4.0,1.1168831168831166
26,0.2249350649350649,0.014982471857582344,0.20779220779220775,0.24675324675324672,3.44,1.844018449041126,1.0,6.0,100.0,4.0,1.1168831168831166
27,0.22584415584415587,0.014955726059727892,0.20779220779220775,0.24675324675324672,3.38,1.8736880932287183,1.0,6.0,100.0,4.0,1.1168831168831166
28,0.22474025974025974,0.014735244211347025,0.20779220779220775,0.24675324675324672,3.51,1.8613289485057323,1.0,6.0,100.0,5.0,1.1168831168831166
29,0.22435064935064933,0.015343557228092889,0.20779220779220775,0.24675324675324672,3.56,1.924430914175498,1.0,6.0,100.0,5.0,1.1168831168831166
30,0.22279220779220776,0.014959000719306984,0.20779220779220775,0.24675324675324672,3.76,1.9075607143123594,1.0,6.0,100.0,5.0,1.1168831168831166
31,0.22370129870129873,0.01489279876219947,0.20779220779220775,0.24675324675324672,3.64,1.8884016008414646,1.0,6.0,100.0,5.0,1.1168831168831166
32,0.22324675324675325,0.015018247894534096,0.20779220779220775,0.24675324675324672,3.69,1.9,1.0,6.0,100.0,5.0,1.1168831168831166
33,0.22194805194805195,0.014662369092523027,0.20779220779220775,0.24675324675324672,3.85,1.8768929838238708,1.0,6.0,100.0,5.0,1.1168831168831166
34,0.22064935064935065,0.01470877278189495,0.20779220779220775,0.24675324675324672,4.03,1.898723654235001,1.0,6.0,100.0,5.0,1.1168831168831166
35,0.21941558441558442,0.01486188001782223,0.20779220779220775,0.24675324675324672,4.2,1.9227505550564008,1.0,6.0,100.0,5.0,1.1168831168831166
36,0.22058441558441555,0.014400780435731814,0.20779220779220775,0.24675324675324672,4.01,1.8558942411526134,1.0,6.0,100.0,5.0,1.1168831168831166
37,0.22214285714285714,0.01451390738512032,0.20779220779220775,0.24675324675324672,3.87,1.8891235742502075,1.0,6.0,100.0,5.0,1.1168831168831166
38,0.22376623376623378,0.014663530974460944,0.20779220779220775,0.24675324675324672,3.64,1.8722859144517818,1.0,6.0,100.0,5.0,1.1168831168831166
39,0.2238961038961039,0.015648780460158333,0.20779220779220775,0.24675324675324672,3.67,1.9952215643654945,1.0,6.0,100.0,5.0,1.1168831168831166
40,0.22370129870129868,0.016775685195338,0.2012987012987013,0.24675324675324672,3.77,2.1642410665033123,1.0,8.0,100.0,6.0,1.1168831168831166
41,0.22259740259740254,0.017070275151724087,0.2012987012987013,0.24675324675324672,3.95,2.275805995530579,1.0,8.0,100.0,6.0,1.1168831168831166
42,0.21928571428571422,0.015631760477157326,0.2012987012987013,0.24675324675324672,4.39,2.2197233424847607,1.0,8.0,100.0,6.0,1.1168831168831166
43,0.22149350649350644,0.016763494115782387,0.2012987012987013,0.24675324675324672,4.13,2.368373264329742,1.0,8.0,100.0,6.0,1.1168831168831166
44,0.22220779220779222,0.01703280797448066,0.2012987012987013,0.24675324675324672,4.07,2.479226826364554,1.0,8.0,100.0,6.0,1.1168831168831166
45,0.22025974025974027,0.01652770745684486,0.2012987012987013,0.24675324675324672,4.3,2.4474270142128836,1.0,8.0,100.0,6.0,1.1168831168831166
46,0.22233766233766228,0.01676920978784856,0.2012987012987013,0.24675324675324672,3.97,2.4098074025057934,1.0,8.0,100.0,6.0,1.1168831168831166
47,0.2227922077922078,0.016910214482436712,0.2012987012987013,0.24675324675324672,3.88,2.3625016701399684,1.0,8.0,100.0,6.0,1.1168831168831166
48,0.22071428571428572,0.017548008135245537,0.2012987012987013,0.24675324675324672,4.27,2.5419907890700886,1.0,8.0,100.0,6.0,1.1168831168831166
49,0.22136363636363632,0.01756256496126515,0.2012987012987013,0.24675324675324672,4.17,2.51482473233095,1.0,8.0,100.0,6.0,1.1168831168831166
50,0.22194805194805195,0.017569475228590783,0.2012987012987013,0.24675324675324672,4.06,2.5058315823678012,1.0,8.0,100.0,6.0,1.1168831168831166
51,0.22142857142857145,0.01842429346677231,0.2012987012987013,0.24675324675324672,4.29,2.7313925112486217,1.0,8.0,100.0,6.0,1.1168831168831166
52,0.2214935064935065,0.01861734969461964,0.2012987012987013,0.24675324675324672,4.28,2.76003220593126,1.0,8.0,100.0,6.0,1.1168831168831166
53,0.22,0.017855622274352584,0.2012987012987013,0.24675324675324672,4.45,2.7019446793939084,1.0,8.0,100.0,6.0,1.1168831168831166
54,0.22097402597402596,0.018120222306628294,0.2012987012987013,0.24675324675324672,4.32,2.7335550538306768,1.0,8.0,100.0,6.0,1.1168831168831166
55,0.21948051948051947,0.01679154573135235,0.2012987012987013,0.24675324675324672,4.47,2.6032419570352436,1.0,8.0,100.0,6.0,1.1168831168831166
56,0.21941558441558442,0.0169504655743154,0.2012987012987013,0.24675324675324672,4.47,2.5993588953175872,1.0,8.0,100.0,6.0,1.1168831168831166
57,0.21824675324675322,0.015956440045608925,0.2012987012987013,0.24675324675324672,4.58,2.458463016610257,1.0,8.0,100.0,6.0,1.1168831168831166
58,0.22155844155844154,0.016620219757967496,0.2012987012987013,0.24675324675324672,4.1,2.4225372791118964,1.0,8.0,100.0,6.0,1.1168831168831166
59,0.22097402597402596,0.0161569743479309,0.2012987012987013,0.24675324675324672,4.14,2.339904167941823,1.0,8.0,100.0,6.0,1.1168831168831166
60,0.2222077922077922,0.016473502026436083,0.2012987012987013,0.24675324675324672,3.97,2.3331385200059067,1.0,8.0,100.0,6.0,1.1168831168831166
61,0.22506493506493505,0.01641237180399396,0.2012987012987013,0.24675324675324672,3.61,2.308941775188825,1.0,8.0,100.0,6.0,1.1168831168831166
62,0.22266233766233764,0.015913674923947425,0.2012987012987013,0.24675324675324672,3.9,2.2807937657798436,1.0,8.0,100.0,6.0,1.1168831168831166
63,0.22097402597402596,0.01599802597321152,0.2012987012987013,0.24675324675324672,4.21,2.3965252624024918,1.0,8.0,100.0,6.0,1.1168831168831166
64,0.21662337662337663,0.015375307955406594,0.2012987012987013,0.24675324675324672,4.84,2.4234544173826156,1.0,8.0,100.0,6.0,1.1168831168831166
65,0.2153896103896104,0.01468196353429577,0.2012987012987013,0.24675324675324672,4.94,2.299846283840059,1.0,8.0,100.0,6.0,1.1168831168831166
66,0.2164935064935065,0.015030721053605128,0.2012987012987013,0.24675324675324672,4.84,2.3643821667198877,1.0,8.0,100.0,6.0,1.1168831168831166
67,0.21629870129870127,0.015490528992926338,0.2012987012987013,0.24675324675324672,4.94,2.428034912301208,1.0,8.0,100.0,6.0,1.1168831168831166
68,0.21545454545454543,0.01542674625726484,0.2012987012987013,0.24675324675324672,5.1,2.4883567252142913,1.0,8.0,100.0,6.0,1.1168831168831166
69,0.21811688311688315,0.01590832120046198,0.2012987012987013,0.24675324675324672,4.59,2.4374808986560557,1.0,8.0,100.0,6.0,1.1168831168831166
70,0.22058441558441558,0.01575659726842475,0.2012987012987013,0.24675324675324672,4.23,2.3649588374917445,1.0,8.0,100.0,6.0,1.1168831168831166
71,0.21896103896103894,0.016041230007533405,0.2012987012987013,0.24675324675324672,4.54,2.455338442799051,1.0,8.0,100.0,5.0,1.1168831168831166
72,0.2181168831168831,0.01692028623215406,0.2012987012987013,0.24675324675324672,4.76,2.621280433511666,1.0,8.0,100.0,6.0,1.1168831168831166
73,0.21376623376623374,0.014901518827877153,0.2012987012987013,0.24675324675324672,5.39,2.4777596593077647,1.0,8.0,100.0,6.0,1.1168831168831166
74,0.21422077922077917,0.013735948162075259,0.2012987012987013,0.24675324675324672,5.14,2.296329966083122,1.0,8.0,100.0,6.0,1.1168831168831166
75,0.21532467532467528,0.015269680334947954,0.2012987012987013,0.24675324675324672,5.03,2.4181761221167823,1.0,8.0,100.0,5.0,1.1168831168831166
76,0.2181168831168831,0.017391977234877204,0.2012987012987013,0.24675324675324672,4.78,2.6726448142299613,1.0,8.0,100.0,5.0,1.1168831168831166
77,0.22012987012987015,0.01749951962165804,0.2012987012987013,0.24675324675324672,4.4,2.628514962691084,1.0,8.0,100.0,6.0,1.1168831168831166
78,0.2227922077922078,0.017234533784304416,0.2012987012987013,0.24675324675324672,4.02,2.5504208406940347,1.0,8.0,100.0,6.0,1.1168831168831166
79,0.2207142857142857,0.01639354662278783,0.2012987012987013,0.24675324675324672,4.27,2.477596587115192,1.0,8.0,100.0,5.0,1.1168831168831166
80,0.2196753246753247,0.013907280517116021,0.2012987012987013,0.24675324675324672,4.26,2.139668623451262,1.0,8.0,100.0,6.0,1.1168831168831166
81,0.22025974025974027,0.013956957995809633,0.2012987012987013,0.24675324675324672,4.07,2.0804768295714897,1.0,8.0,100.0,6.0,1.1168831168831166
82,0.22103896103896103,0.015191379502185697,0.2012987012987013,0.24675324675324672,4.08,2.272719191904826,1.0,8.0,100.0,6.0,1.1168831168831166
83,0.22071428571428572,0.015429920953544691,0.2012987012987013,0.24675324675324672,4.1,2.2984404022789633,1.0,8.0,100.0,6.0,1.1168831168831166
84,0.22272727272727275,0.015291421306952315,0.2012987012987013,0.24675324675324672,3.75,2.152635218479523,1.0,8.0,100.0,6.0,1.1168831168831166
85,0.22441558441558443,0.01685028948110252,0.2012987012987013,0.24675324675324672,3.67,2.365812906184829,1.0,8.0,100.0,6.0,1.1168831168831166
86,0.22045454545454543,0.016648256952995405,0.2012987012987013,0.24675324675324672,4.3,2.5085711656098764,1.0,8.0,100.0,6.0,1.1168831168831166
87,0.2224025974025974,0.016902152761503624,0.2012987012987013,0.24675324675324672,4.01,2.4556469657102626,1.0,8.0,100.0,5.0,1.1168831168831166
88,0.22136363636363632,0.016068156971389563,0.2012987012987013,0.24675324675324672,4.08,2.3297808454613897,1.0,8.0,100.0,6.0,1.1168831168831166
89,0.22064935064935068,0.016065108400213555,0.2012987012987013,0.24675324675324672,4.2,2.3527332053068695,1.0,8.0,100.0,5.0,1.1168831168831166
90,0.2204545454545454,0.01620750860843653,0.2012987012987013,0.24675324675324672,4.21,2.3281110390402366,1.0,8.0,100.0,6.0,1.1168831168831166
91,0.21616883116883115,0.013914628661353515,0.2012987012987013,0.24675324675324672,4.82,2.175993909676563,1.0,8.0,100.0,6.0,1.1168831168831166
92,0.21837662337662342,0.014757195309626235,0.2012987012987013,0.24675324675324672,4.53,2.2403778541337465,1.0,8.0,100.0,6.0,1.1168831168831166
93,0.21818181818181814,0.014622227629405194,0.2012987012987013,0.24675324675324672,4.53,2.1902216114061854,1.0,8.0,100.0,5.0,1.1168831168831166
94,0.2179220779220779,0.015286406904027876,0.2012987012987013,0.24675324675324672,4.6,2.3094010767585034,1.0,8.0,100.0,5.0,1.1168831168831166
95,0.22006493506493505,0.01576848639054938,0.2012987012987013,0.24675324675324672,4.25,2.2713632270270887,1.0,8.0,100.0,5.0,1.1168831168831166
96,0.21935064935064932,0.01695762527524,0.2012987012987013,0.24675324675324672,4.47,2.5003232114301066,1.0,8.0,100.0,5.0,1.1168831168831166
