generation,f1_mean,f1_std,f1_min,f1_max,f2_mean,f2_std,f2_min,f2_max,percent_front,percent_dom,hyperv
1,0.26253246753246756,0.052642406284893445,0.20779220779220775,0.36363636363636365,3.63,1.8015425489162213,1.0,7.0,83.33333333333334,41.0,1.0129870129870129
2,0.24090909090909085,0.04708385881768474,0.20779220779220775,0.36363636363636365,4.15,2.105188395801711,1.0,7.0,100.0,27.0,1.1038961038961037
3,0.23987012987012984,0.0465317167724444,0.20779220779220775,0.3441558441558441,3.69,1.8678297242489421,1.0,7.0,100.0,14.000000000000002,1.0194805194805192
4,0.21597402597402598,0.020000919956149242,0.20779220779220775,0.3441558441558441,4.67,1.3637070688740194,1.0,7.0,100.0,8.0,1.1168831168831166
5,0.21428571428571427,0.009042995114581714,0.20779220779220775,0.24675324675324672,4.56,1.335755375898755,1.0,6.0,100.0,5.0,1.1168831168831166
6,0.2155194805194805,0.010631730494940438,0.20779220779220775,0.24675324675324672,4.42,1.4576860035166987,1.0,6.0,100.0,5.0,1.1168831168831166
7,0.2172077922077922,0.011760783674950087,0.20779220779220775,0.24675324675324672,4.17,1.511270787760881,1.0,6.0,100.0,5.0,1.1168831168831166
8,0.21928571428571428,0.012616213838262703,0.20779220779220775,0.24675324675324672,3.89,1.5301350042767898,1.0,6.0,100.0,5.0,1.1168831168831166
9,0.21818181818181817,0.012587316483053508,0.20779220779220775,0.24675324675324672,4.18,1.6415070680766057,1.0,6.0,100.0,5.0,1.1168831168831166
10,0.21876623376623378,0.013042482877070818,0.20779220779220775,0.24675324675324672,4.08,1.6616895381545016,1.0,6.0,100.0,5.0,1.1168831168831166
11,0.2172077922077922,0.012701002532463063,0.20779220779220775,0.24675324675324672,4.36,1.6848702854486688,1.0,6.0,100.0,5.0,1.1168831168831166
12,0.21733766233766233,0.012534929501066721,0.20779220779220775,0.24675324675324672,4.37,1.6796764960292596,1.0,6.0,100.0,5.0,1.1168831168831166
13,0.21688311688311684,0.011710882342673373,0.20779220779220775,0.24675324675324672,4.37,1.5869098362171772,1.0,6.0,100.0,5.0,1.1168831168831166
14,0.2183116883116883,0.01330388709890021,0.20779220779220775,0.24675324675324672,4.22,1.732517290423435,1.0,6.0,100.0,5.0,1.1168831168831166
15,0.22006493506493505,0.013932982067288234,0.20779220779220775,0.24675324675324672,3.98,1.763719668968703,1.0,6.0,100.0,5.0,1.1168831168831166
16,0.2203246753246753,0.014216227556915529,0.20779220779220775,0.24675324675324672,3.97,1.8004208262278991,1.0,6.0,100.0,5.0,1.1168831168831166
17,0.22175324675324673,0.01354485389992336,0.20779220779220775,0.24675324675324672,3.73,1.674858655275577,1.0,6.0,100.0,5.0,1.1168831168831166
18,0.2199350649350649,0.014377100280868063,0.20779220779220775,0.24675324675324672,4.06,1.8412775538476078,1.0,6.0,100.0,5.0,1.1168831168831166
19,0.2194155844155844,0.01486188001782223,0.20779220779220775,0.24675324675324672,4.2,1.9227505550564006,1.0,6.0,100.0,5.0,1.1168831168831166
20,0.21870129870129865,0.015246232309192852,0.20779220779220775,0.24675324675324672,4.34,1.975711098170566,1.0,6.0,100.0,5.0,1.1168831168831166
21,0.217987012987013,0.014305824634395526,0.20779220779220775,0.24675324675324672,4.35,1.8606776217607421,1.0,6.0,100.0,5.0,1.1168831168831166
22,0.21909090909090906,0.015460943384142683,0.20779220779220775,0.24675324675324672,4.21,1.9658447178110112,1.0,6.0,100.0,5.0,1.1168831168831166
23,0.21584415584415584,0.013088934966058945,0.20779220779220775,0.24675324675324672,4.64,1.7495742627879793,1.0,6.0,100.0,5.0,1.1168831168831166
24,0.21798701298701295,0.013666315188431888,0.20779220779220775,0.24675324675324672,4.3,1.7837651700316894,1.0,6.0,100.0,5.0,1.1168831168831166
25,0.22194805194805195,0.015091803404687635,0.20779220779220775,0.24675324675324672,3.76,1.859292794846927,1.0,6.0,100.0,5.0,1.1168831168831166
26,0.22376623376623378,0.01551045021395927,0.20779220779220775,0.24675324675324672,3.54,1.8771351479412353,1.0,6.0,100.0,5.0,1.1168831168831166
27,0.22240259740259738,0.014219822279156913,0.20779220779220775,0.24675324675324672,3.68,1.7516514574203477,1.0,6.0,100.0,5.0,1.1168831168831166
28,0.22240259740259738,0.01430939684860549,0.20779220779220775,0.24675324675324672,3.71,1.782603928997344,1.0,6.0,100.0,5.0,1.1168831168831166
