generation,f_mean,f_std,f_min,f_max
1,1.1076713888888887,0.09257492368546881,0.9092888888888888,1.231638888888889
2,1.0439502777777778,0.09697684472516756,0.9027499999999999,1.1269888888888888
3,1.094696388888889,0.06600640790547647,0.9027499999999999,1.1517722222222222
4,1.1421605555555556,0.06679156324269453,0.9027499999999999,1.2011277777777778
5,0.9381797222222223,0.008339291296086732,0.9027499999999999,0.9400444444444445
6,1.1979958333333334,0.10615578926646242,0.9027499999999999,1.2482833333333334
7,1.1380247222222222,0.11117193154801394,0.9027499999999999,1.2502555555555555
8,1.0842505555555557,0.05756772438756887,0.9027499999999999,1.1829166666666666
9,1.2904136111111115,0.146785526105464,0.9027499999999999,1.3908944444444447
10,1.3926033333333332,0.1183394066667584,0.9027499999999999,1.4436111111111112
11,1.2888852777777782,0.17331608210256588,0.9027499999999999,1.6288222222222224
12,1.3281230555555554,0.10012242821252806,0.9027499999999999,1.350511111111111
13,1.0779722222222223,0.04124303158499616,0.9027499999999999,1.0871944444444446
14,1.3332269444444447,0.12039000070022324,0.9027499999999999,1.394738888888889
15,1.1680558333333333,0.07914631375749769,0.9027499999999999,1.2554944444444445
16,1.2057591666666667,0.1029332432100949,0.9027499999999999,1.2857055555555557
17,1.0967380555555557,0.05709292774551205,0.9027499999999999,1.13795
18,1.1315072222222222,0.17344848680061847,0.9027499999999999,1.2794944444444445
19,1.007611666666667,0.047406438510825766,0.9027499999999999,1.0557944444444445
20,0.9119730555555556,0.04777089673266165,0.8917944444444444,1.0226666666666666
21,1.4572213888888885,0.273576276229817,0.8917944444444444,1.6104111111111108
22,1.0829872222222223,0.06657920805885263,0.8917944444444444,1.1223666666666667
23,1.2135030555555557,0.12090983310026794,0.8917944444444444,1.2627666666666668
24,1.235765833333333,0.09448447997797782,0.8917944444444444,1.2653499999999998
25,1.3426019444444444,0.12171097913002545,0.8917944444444444,1.3921444444444446
26,1.2441325,0.20712404241181903,0.8917944444444444,1.4999166666666668
27,1.0679233333333331,0.059370781477990804,0.8917944444444444,1.1328388888888887
28,1.2130791666666665,0.09010858902656302,0.8917944444444444,1.2512055555555557
29,1.0770741666666663,0.043622858449681945,0.8917944444444444,1.0870722222222222
30,1.1591152777777778,0.06724760737825114,0.8917944444444444,1.183461111111111
31,1.1277644444444443,0.10838881866546893,0.8917944444444444,1.20655
32,1.1436683333333335,0.060963777555316984,0.8917944444444444,1.177838888888889
33,1.1785072222222222,0.15047347619219112,0.8917944444444444,1.32055
34,1.1689625,0.09584243409410664,0.8917944444444444,1.2989666666666668
35,1.1748088888888888,0.0877555691129138,0.8917944444444444,1.2563777777777778
36,1.1520283333333332,0.08922645189081566,0.8917944444444444,1.3541944444444445
37,1.1041994444444445,0.07264097729154909,0.8917944444444444,1.1278000000000001
38,0.9861852777777775,0.046472453370474766,0.8917944444444444,1.0088277777777777
39,1.209305833333333,0.09336025844701637,0.8917944444444444,1.2392055555555554
40,1.2540438888888885,0.17140358241108264,0.8917944444444444,1.3584111111111108
41,1.2317494444444446,0.11142764197175961,0.8917944444444444,1.2922833333333337
42,1.1759325,0.09724400274448464,0.8917944444444444,1.2265666666666668
43,1.4072961111111109,0.24596635131960923,0.8917944444444444,1.5978388888888888
44,1.1294013888888887,0.09226694385027139,0.8917944444444444,1.2840166666666666
45,1.1352866666666668,0.07960869383335697,0.8917944444444444,1.1856388888888891
46,1.0932816666666667,0.049409668205885826,0.8917944444444444,1.109888888888889
47,0.9818952777777776,0.05674410450394978,0.8650888888888887,1.0094277777777778
48,1.0664091666666669,0.10610318653662641,0.8650888888888887,1.133738888888889
49,1.044273611111111,0.05612745928468286,0.8650888888888887,1.0624333333333331
50,1.1682400000000002,0.08347737096924908,0.8650888888888887,1.1990555555555555
51,0.9710086111111111,0.024930915689135233,0.8650888888888887,0.9765833333333335
52,1.5573961111111108,0.16295221160030965,0.8650888888888887,1.593833333333333
53,1.7085105555555553,0.290876454155147,0.8650888888888887,1.825822222222222
54,1.4873466666666664,0.21513315238860828,0.8650888888888887,1.613311111111111
55,1.1831455555555555,0.1165324319320927,0.8650888888888887,1.2385555555555556
56,1.0684469444444447,0.04786551957835811,0.8650888888888887,1.0791500000000003
57,0.9716388888888889,0.0455702762551723,0.8650888888888887,0.9937222222222224
58,1.16813,0.09514420921479415,0.8650888888888887,1.2113444444444443
59,1.2022794444444442,0.12489485979904678,0.8650888888888887,1.3018666666666667
60,1.0814877777777778,0.05246768563970844,0.8650888888888887,1.0958444444444444
61,1.2884469444444444,0.1392709970716261,0.8650888888888887,1.3568333333333333
62,1.164687222222222,0.07051813045041837,0.8650888888888887,1.1804555555555554
63,1.1399977777777777,0.06470683822889393,0.8650888888888887,1.1544666666666665
64,0.9883830555555557,0.029020435567984827,0.8650888888888887,0.9948722222222223
65,0.9913399999999999,0.03460998353602435,0.8650888888888887,1.0021666666666667
66,1.1150108333333333,0.1749461937098119,0.8340166666666669,1.238027777777778
67,1.1326327777777778,0.08065265956031474,0.8340166666666669,1.1619166666666665
68,1.1017108333333332,0.06300866882598147,0.8340166666666669,1.1157999999999997
69,1.3988658333333335,0.18111391761606774,0.8340166666666669,1.4575833333333335
70,1.2380169444444444,0.11630395677777686,0.8340166666666669,1.2862333333333333
71,1.1034738888888889,0.06570378348365921,0.8340166666666669,1.1265166666666666
72,1.026576388888889,0.0453238556439332,0.8340166666666669,1.0367111111111111
73,1.0687055555555554,0.0649626794194091,0.8340166666666669,1.0927833333333332
74,1.0325111111111112,0.04712256046739445,0.8340166666666669,1.0444055555555556
75,1.0899413888888887,0.061214772194924785,0.8340166666666669,1.1059777777777777
76,1.1690694444444447,0.08742581187053151,0.8340166666666669,1.1981222222222223
77,1.14394,0.11382454723084422,0.8340166666666669,1.2181444444444445
78,1.056573611111111,0.0810914495290865,0.8340166666666669,1.0934555555555554
79,1.1273752777777777,0.1791492532403245,0.8340166666666669,1.2602666666666664
80,1.0920125,0.08948693651009439,0.8340166666666669,1.1674722222222222
81,1.14041,0.10963908944223853,0.8340166666666669,1.1921722222222222
82,1.2971827777777778,0.2426759063030362,0.8340166666666669,1.4866611111111112
83,1.1120394444444446,0.14314157935787086,0.8340166666666669,1.280038888888889
84,1.0833886111111113,0.10311008340501343,0.8340166666666669,1.2779777777777779
85,1.025598611111111,0.12149079857604544,0.8340166666666669,1.1031
86,0.99254,0.039625521299682595,0.8340166666666669,1.0088555555555554
87,1.0951111111111111,0.07008019264784777,0.8340166666666669,1.1311833333333334
88,1.2050136111111112,0.17646759450923158,0.8340166666666669,1.3897666666666666
89,0.9199744444444444,0.10970248332924364,0.8340166666666669,1.2584499999999998
90,1.1677758333333337,0.07861258468387242,0.8340166666666669,1.1938222222222223
91,1.048116111111111,0.05303912607746962,0.8340166666666669,1.0632833333333331
92,1.0681452777777778,0.05868376518160868,0.8340166666666669,1.0852222222222223
93,1.0409119444444443,0.04968843313597359,0.8340166666666669,1.0541277777777778
94,1.4203999999999997,0.15797686419182722,0.8340166666666669,1.4693777777777777
95,1.1491527777777777,0.07417534385361797,0.8340166666666669,1.1657388888888889
96,1.1975711111111111,0.0855718369789419,0.8340166666666669,1.2167055555555555
97,1.1858283333333335,0.1397850002887219,0.8340166666666669,1.2429722222222224
98,1.4510288888888891,0.3106106365050488,0.8340166666666669,1.6023944444444447
99,1.038032777777778,0.0500284832742953,0.8340166666666669,1.052077777777778
100,1.216235,0.15149312977622345,0.8340166666666669,1.299261111111111
