key,err,pen,f32,f16,f8
00000000,1.0,0,1.0,1.0,1.0
00000001,0.3831168831168831,1,0.4143668831168831,0.4456168831168831,0.5081168831168831
00000010,0.3311688311688312,1,0.3624188311688312,0.3936688311688312,0.4561688311688312
00000011,0.3766233766233766,2,0.4391233766233766,0.5016233766233766,0.6266233766233766
00000100,0.3636363636363636,1,0.3948863636363636,0.4261363636363636,0.4886363636363636
00000101,0.3441558441558441,2,0.4066558441558441,0.4691558441558441,0.5941558441558441
00000110,0.3376623376623376,2,0.4001623376623376,0.4626623376623376,0.5876623376623376
00000111,0.3636363636363636,3,0.4573863636363636,0.5511363636363635,0.7386363636363635
00001000,0.3506493506493506,1,0.3818993506493506,0.4131493506493506,0.4756493506493506
00001001,0.3441558441558441,2,0.4066558441558441,0.4691558441558441,0.5941558441558441
00001010,0.3441558441558441,2,0.4066558441558441,0.4691558441558441,0.5941558441558441
00001011,0.3441558441558441,3,0.4379058441558441,0.5316558441558441,0.7191558441558441
00001100,0.3506493506493506,2,0.4131493506493506,0.4756493506493506,0.6006493506493507
00001101,0.3441558441558441,3,0.4379058441558441,0.5316558441558441,0.7191558441558441
00001110,0.3246753246753247,3,0.4184253246753247,0.5121753246753247,0.6996753246753247
00001111,0.3376623376623376,4,0.4626623376623376,0.5876623376623376,0.8376623376623376
00010000,0.3441558441558441,1,0.3754058441558441,0.4066558441558441,0.4691558441558441
00010001,0.3571428571428571,2,0.4196428571428571,0.4821428571428571,0.6071428571428571
00010010,0.3376623376623376,2,0.4001623376623376,0.4626623376623376,0.5876623376623376
00010011,0.3831168831168831,3,0.4768668831168831,0.5706168831168831,0.7581168831168831
00010100,0.3571428571428571,2,0.4196428571428571,0.4821428571428571,0.6071428571428571
00010101,0.3506493506493506,3,0.4443993506493506,0.5381493506493507,0.7256493506493507
00010110,0.3116883116883117,3,0.4054383116883117,0.4991883116883117,0.6866883116883117
00010111,0.3246753246753247,4,0.4496753246753247,0.5746753246753247,0.8246753246753247
00011000,0.3441558441558441,2,0.4066558441558441,0.4691558441558441,0.5941558441558441
00011001,0.3246753246753247,3,0.4184253246753247,0.5121753246753247,0.6996753246753247
00011010,0.3441558441558441,3,0.4379058441558441,0.5316558441558441,0.7191558441558441
00011011,0.3441558441558441,4,0.4691558441558441,0.5941558441558441,0.8441558441558441
00011100,0.3441558441558441,3,0.4379058441558441,0.5316558441558441,0.7191558441558441
00011101,0.3376623376623376,4,0.4626623376623376,0.5876623376623376,0.8376623376623376
