trial,best_hyperv,best_front_percents,time_to_optimum
1,2.7321428571428568,100.0,0
2,2.75,100.0,7
3,2.75,100.0,4
4,2.75,100.0,12
5,2.75,100.0,26
6,2.75,100.0,59
7,2.75,100.0,3
8,2.75,100.0,58
9,2.7321428571428568,100.0,0
10,2.7321428571428568,100.0,0
11,2.75,100.0,12
12,2.75,100.0,55
13,2.7321428571428568,100.0,0
14,2.75,100.0,4
15,2.75,100.0,5
16,2.75,100.0,13
17,2.678571428571429,100.0,0
18,2.6071428571428577,100.0,0
19,2.7321428571428568,100.0,0
20,2.75,100.0,22
